AÑO,TITULO,FECHA_ELECCIONES,DISTRITO,SECCION,MESA,PARTIDO,NUM_VOTOS,PORCENTAJE
"2023","Elecciones Generales","23/07/23","4","7","B","PACMA","3",",6681514476614699331848552338530066815145"
"2023","Elecciones Generales","23/07/23","4","7","B","PCTE","2",",445434298440979955456570155902004454343"
"2023","Elecciones Generales","23/07/23","4","7","B","PUM J","0","0"
"2023","Elecciones Generales","23/07/23","4","7","B","VOX","62","13,80846325167037861915367483296213808463"
"2023","Elecciones Generales","23/07/23","4","7","B","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","4","7","B","AEEV","1",",2227171492204899777282850779510022271715"
"2023","Elecciones Generales","23/07/23","4","7","B","RC","0","0"
"2023","Elecciones Generales","23/07/23","4","7","B","SUMAR","75","16,70378619153674832962138084632516703786"
"2023","Elecciones Generales","23/07/23","4","8","A","Electores","606","100"
"2023","Elecciones Generales","23/07/23","4","8","A","Abstenciones","171","28,21782178217821782178217821782178217822"
"2023","Elecciones Generales","23/07/23","4","8","A","Votantes","435","71,78217821782178217821782178217821782178"
"2023","Elecciones Generales","23/07/23","4","8","A","Blancos","3",",6896551724137931034482758620689655172414"
"2023","Elecciones Generales","23/07/23","4","8","A","Validos","432","99,31034482758620689655172413793103448276"
"2023","Elecciones Generales","23/07/23","4","8","A","Nulos","3",",6896551724137931034482758620689655172414"
"2023","Elecciones Generales","23/07/23","4","8","A","PSOE","193","44,3678160919540229885057471264367816092"
"2023","Elecciones Generales","23/07/23","4","8","A","FO","2",",4597701149425287356321839080459770114943"
"2023","Elecciones Generales","23/07/23","4","8","A","PP","92","21,14942528735632183908045977011494252874"
"2023","Elecciones Generales","23/07/23","4","8","A","PACMA","4",",9195402298850574712643678160919540229885"
"2023","Elecciones Generales","23/07/23","4","8","A","PCTE","1",",2298850574712643678160919540229885057471"
"2023","Elecciones Generales","23/07/23","4","8","A","PUM J","0","0"
"2023","Elecciones Generales","23/07/23","4","8","A","VOX","57","13,10344827586206896551724137931034482759"
"2023","Elecciones Generales","23/07/23","4","8","A","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","4","8","A","AEEV","1",",2298850574712643678160919540229885057471"
"2023","Elecciones Generales","23/07/23","4","8","A","RC","0","0"
"2023","Elecciones Generales","23/07/23","4","8","A","SUMAR","79","18,16091954022988505747126436781609195402"
"2023","Elecciones Generales","23/07/23","4","8","B","Electores","584","100"
"2023","Elecciones Generales","23/07/23","4","8","B","Abstenciones","188","32,19178082191780821917808219178082191781"
"2023","Elecciones Generales","23/07/23","4","8","B","Votantes","396","67,80821917808219178082191780821917808219"
"2023","Elecciones Generales","23/07/23","4","8","B","Blancos","1",",2525252525252525252525252525252525252525"
"2023","Elecciones Generales","23/07/23","4","8","B","Validos","395","99,74747474747474747474747474747474747475"
"2023","Elecciones Generales","23/07/23","4","8","B","Nulos","1",",2525252525252525252525252525252525252525"
"2023","Elecciones Generales","23/07/23","4","8","B","PSOE","191","48,23232323232323232323232323232323232323"
"2023","Elecciones Generales","23/07/23","4","8","B","FO","2",",5050505050505050505050505050505050505051"
"2023","Elecciones Generales","23/07/23","4","8","B","PP","79","19,94949494949494949494949494949494949495"
"2023","Elecciones Generales","23/07/23","4","8","B","PACMA","3",",7575757575757575757575757575757575757576"
"2023","Elecciones Generales","23/07/23","4","8","B","PCTE","2",",5050505050505050505050505050505050505051"
"2023","Elecciones Generales","23/07/23","4","8","B","PUM J","1",",2525252525252525252525252525252525252525"
"2023","Elecciones Generales","23/07/23","4","8","B","VOX","38","9,5959595959595959595959595959595959596"
"2023","Elecciones Generales","23/07/23","4","8","B","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","4","8","B","AEEV","2",",5050505050505050505050505050505050505051"
"2023","Elecciones Generales","23/07/23","4","8","B","RC","0","0"
"2023","Elecciones Generales","23/07/23","4","8","B","SUMAR","76","19,19191919191919191919191919191919191919"
"2023","Elecciones Generales","23/07/23","4","9","A","Electores","462","100"
"2023","Elecciones Generales","23/07/23","4","9","A","Abstenciones","133","28,78787878787878787878787878787878787879"
"2023","Elecciones Generales","23/07/23","4","9","A","Votantes","329","71,21212121212121212121212121212121212121"
"2023","Elecciones Generales","23/07/23","4","9","A","Blancos","3",",9118541033434650455927051671732522796353"
"2023","Elecciones Generales","23/07/23","4","9","A","Validos","329","100"
"2023","Elecciones Generales","23/07/23","4","9","A","Nulos","0","0"
"2023","Elecciones Generales","23/07/23","4","9","A","PSOE","141","42,85714285714285714285714285714285714286"
"2023","Elecciones Generales","23/07/23","4","9","A","FO","0","0"
"2023","Elecciones Generales","23/07/23","4","9","A","PP","81","24,62006079027355623100303951367781155015"
"2023","Elecciones Generales","23/07/23","4","9","A","PACMA","0","0"
"2023","Elecciones Generales","23/07/23","4","9","A","PCTE","2",",6079027355623100303951367781155015197568"
"2023","Elecciones Generales","23/07/23","4","9","A","PUM J","1",",3039513677811550151975683890577507598784"
"2023","Elecciones Generales","23/07/23","4","9","A","VOX","35","10,63829787234042553191489361702127659574"
"2023","Elecciones Generales","23/07/23","4","9","A","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","4","9","A","AEEV","0","0"
"2023","Elecciones Generales","23/07/23","4","9","A","RC","0","0"
"2023","Elecciones Generales","23/07/23","4","9","A","SUMAR","66","20,06079027355623100303951367781155015198"
"2023","Elecciones Generales","23/07/23","4","9","B","Electores","475","100"
"2023","Elecciones Generales","23/07/23","4","9","B","Abstenciones","150","31,57894736842105263157894736842105263158"
"2023","Elecciones Generales","23/07/23","4","9","B","Votantes","325","68,42105263157894736842105263157894736842"
"2023","Elecciones Generales","23/07/23","4","9","B","Blancos","4","1,23076923076923076923076923076923076923"
"2023","Elecciones Generales","23/07/23","4","9","B","Validos","322","99,07692307692307692307692307692307692308"
"2023","Elecciones Generales","23/07/23","4","9","B","Nulos","3",",9230769230769230769230769230769230769231"
"2023","Elecciones Generales","23/07/23","4","9","B","PSOE","119","36,61538461538461538461538461538461538462"
"2023","Elecciones Generales","23/07/23","4","9","B","FO","0","0"
"2023","Elecciones Generales","23/07/23","4","9","B","PP","95","29,23076923076923076923076923076923076923"
"2023","Elecciones Generales","23/07/23","4","9","B","PACMA","2",",6153846153846153846153846153846153846154"
"2023","Elecciones Generales","23/07/23","4","9","B","PCTE","1",",3076923076923076923076923076923076923077"
"2023","Elecciones Generales","23/07/23","4","9","B","PUM J","0","0"
"2023","Elecciones Generales","23/07/23","4","9","B","VOX","36","11,07692307692307692307692307692307692308"
"2023","Elecciones Generales","23/07/23","4","9","B","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","4","9","B","AEEV","0","0"
"2023","Elecciones Generales","23/07/23","4","9","B","RC","0","0"
"2023","Elecciones Generales","23/07/23","4","9","B","SUMAR","65","20"
"2023","Elecciones Generales","23/07/23","4","10","A","Electores","503","100"
"2023","Elecciones Generales","23/07/23","4","10","A","Abstenciones","113","22,46520874751491053677932405566600397614"
"2023","Elecciones Generales","23/07/23","4","10","A","Votantes","390","77,53479125248508946322067594433399602386"
"2023","Elecciones Generales","23/07/23","4","10","A","Blancos","2",",5128205128205128205128205128205128205128"
"2023","Elecciones Generales","23/07/23","4","10","A","Validos","387","99,23076923076923076923076923076923076923"
"2023","Elecciones Generales","23/07/23","4","10","A","Nulos","3",",7692307692307692307692307692307692307692"
"2023","Elecciones Generales","23/07/23","4","10","A","PSOE","138","35,38461538461538461538461538461538461538"
"2023","Elecciones Generales","23/07/23","4","10","A","FO","0","0"
"2023","Elecciones Generales","23/07/23","4","10","A","PP","112","28,71794871794871794871794871794871794872"
"2023","Elecciones Generales","23/07/23","4","10","A","PACMA","1",",2564102564102564102564102564102564102564"
"2023","Elecciones Generales","23/07/23","4","10","A","PCTE","0","0"
"2023","Elecciones Generales","23/07/23","4","10","A","PUM J","0","0"
"2023","Elecciones Generales","23/07/23","4","10","A","VOX","37","9,48717948717948717948717948717948717949"
"2023","Elecciones Generales","23/07/23","4","10","A","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","4","10","A","AEEV","0","0"
"2023","Elecciones Generales","23/07/23","4","10","A","RC","0","0"
"2023","Elecciones Generales","23/07/23","4","10","A","SUMAR","97","24,87179487179487179487179487179487179487"
"2023","Elecciones Generales","23/07/23","4","10","B","Electores","523","100"
"2023","Elecciones Generales","23/07/23","4","10","B","Abstenciones","84","16,06118546845124282982791586998087954111"
"2023","Elecciones Generales","23/07/23","4","10","B","Votantes","439","83,93881453154875717017208413001912045889"
"2023","Elecciones Generales","23/07/23","4","10","B","Blancos","3",",6833712984054669703872437357630979498861"
"2023","Elecciones Generales","23/07/23","4","10","B","Validos","434","98,86104783599088838268792710706150341686"
"2023","Elecciones Generales","23/07/23","4","10","B","Nulos","5","1,13895216400911161731207289293849658314"
"2023","Elecciones Generales","23/07/23","4","10","B","PSOE","129","29,3849658314350797266514806378132118451"
"2023","Elecciones Generales","23/07/23","4","10","B","FO","2",",4555808656036446469248291571753986332574"
"2023","Elecciones Generales","23/07/23","4","10","B","PP","129","29,3849658314350797266514806378132118451"
"2023","Elecciones Generales","23/07/23","4","10","B","PACMA","4",",9111617312072892938496583143507972665148"
"2023","Elecciones Generales","23/07/23","4","10","B","PCTE","0","0"
"2023","Elecciones Generales","23/07/23","4","10","B","PUM J","0","0"
"2023","Elecciones Generales","23/07/23","4","10","B","VOX","48","10,93394077448747152619589977220956719818"
"2023","Elecciones Generales","23/07/23","4","10","B","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","4","10","B","AEEV","2",",4555808656036446469248291571753986332574"
"2023","Elecciones Generales","23/07/23","4","10","B","RC","0","0"
"2023","Elecciones Generales","23/07/23","4","10","B","SUMAR","117","26,65148063781321184510250569476082004556"
"2023","Elecciones Generales","23/07/23","4","11","A","Electores","741","100"
"2023","Elecciones Generales","23/07/23","4","11","A","Abstenciones","164","22,13225371120107962213225371120107962213"
"2023","Elecciones Generales","23/07/23","4","11","A","Votantes","577","77,86774628879892037786774628879892037787"
"2023","Elecciones Generales","23/07/23","4","11","A","Blancos","9","1,55979202772963604852686308492201039861"
"2023","Elecciones Generales","23/07/23","4","11","A","Validos","572","99,13344887348353552859618717504332755633"
"2023","Elecciones Generales","23/07/23","4","11","A","Nulos","5",",8665511265164644714038128249566724436742"
"2023","Elecciones Generales","23/07/23","4","11","A","PSOE","188","32,58232235701906412478336221837088388215"
"2023","Elecciones Generales","23/07/23","4","11","A","FO","0","0"
"2023","Elecciones Generales","23/07/23","4","11","A","PP","189","32,75563258232235701906412478336221837088"
"2023","Elecciones Generales","23/07/23","4","11","A","PACMA","2",",3466204506065857885615251299826689774697"
"2023","Elecciones Generales","23/07/23","4","11","A","PCTE","2",",3466204506065857885615251299826689774697"
"2023","Elecciones Generales","23/07/23","4","11","A","PUM J","0","0"
"2023","Elecciones Generales","23/07/23","4","11","A","VOX","72","12,47833622183708838821490467937608318891"
"2023","Elecciones Generales","23/07/23","4","11","A","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","4","11","A","AEEV","2",",3466204506065857885615251299826689774697"
"2023","Elecciones Generales","23/07/23","4","11","A","RC","0","0"
"2023","Elecciones Generales","23/07/23","4","11","A","SUMAR","108","18,71750433275563258232235701906412478336"
"2023","Elecciones Generales","23/07/23","4","11","B","Electores","746","100"
"2023","Elecciones Generales","23/07/23","4","11","B","Abstenciones","137","18,36461126005361930294906166219839142091"
"2023","Elecciones Generales","23/07/23","4","11","B","Votantes","609","81,63538873994638069705093833780160857909"
"2023","Elecciones Generales","23/07/23","4","11","B","Blancos","4",",6568144499178981937602627257799671592775"
"2023","Elecciones Generales","23/07/23","4","11","B","Validos","605","99,34318555008210180623973727422003284072"
"2023","Elecciones Generales","23/07/23","4","11","B","Nulos","4",",6568144499178981937602627257799671592775"
"2023","Elecciones Generales","23/07/23","4","11","B","PSOE","188","30,87027914614121510673234811165845648604"
"2023","Elecciones Generales","23/07/23","4","11","B","FO","0","0"
"2023","Elecciones Generales","23/07/23","4","11","B","PP","222","36,4532019704433497536945812807881773399"
"2023","Elecciones Generales","23/07/23","4","11","B","PACMA","3",",4926108374384236453201970443349753694581"
"2023","Elecciones Generales","23/07/23","4","11","B","PCTE","1",",1642036124794745484400656814449917898194"
"2023","Elecciones Generales","23/07/23","4","11","B","PUM J","2",",3284072249589490968801313628899835796388"
"2023","Elecciones Generales","23/07/23","4","11","B","VOX","64","10,50903119868637110016420361247947454844"
"2023","Elecciones Generales","23/07/23","4","11","B","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","4","11","B","AEEV","4",",6568144499178981937602627257799671592775"
"2023","Elecciones Generales","23/07/23","4","11","B","RC","0","0"
"2023","Elecciones Generales","23/07/23","4","11","B","SUMAR","117","19,21182266009852216748768472906403940887"
"2023","Elecciones Generales","23/07/23","4","12","A","Electores","532","100"
"2023","Elecciones Generales","23/07/23","4","12","A","Abstenciones","145","27,25563909774436090225563909774436090226"
"2023","Elecciones Generales","23/07/23","4","12","A","Votantes","387","72,74436090225563909774436090225563909774"
"2023","Elecciones Generales","23/07/23","4","12","A","Blancos","7","1,80878552971576227390180878552971576227"
"2023","Elecciones Generales","23/07/23","4","12","A","Validos","379","97,93281653746770025839793281653746770026"
"2023","Elecciones Generales","23/07/23","4","12","A","Nulos","8","2,06718346253229974160206718346253229974"
"2023","Elecciones Generales","23/07/23","4","12","A","PSOE","147","37,98449612403100775193798449612403100775"
"2023","Elecciones Generales","23/07/23","4","12","A","FO","1",",2583979328165374677002583979328165374677"
"2023","Elecciones Generales","23/07/23","4","12","A","PP","111","28,68217054263565891472868217054263565891"
"2023","Elecciones Generales","23/07/23","4","12","A","PACMA","2",",5167958656330749354005167958656330749354"
"2023","Elecciones Generales","23/07/23","4","12","A","PCTE","0","0"
"2023","Elecciones Generales","23/07/23","4","12","A","PUM J","1",",2583979328165374677002583979328165374677"
"2023","Elecciones Generales","23/07/23","4","12","A","VOX","43","11,11111111111111111111111111111111111111"
"2023","Elecciones Generales","23/07/23","4","12","A","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","4","12","A","AEEV","1",",2583979328165374677002583979328165374677"
"2023","Elecciones Generales","23/07/23","4","12","A","RC","1",",2583979328165374677002583979328165374677"
"2023","Elecciones Generales","23/07/23","4","12","A","SUMAR","65","16,7958656330749354005167958656330749354"
"2023","Elecciones Generales","23/07/23","4","12","B","Electores","562","100"
"2023","Elecciones Generales","23/07/23","4","12","B","Abstenciones","176","31,31672597864768683274021352313167259786"
"2023","Elecciones Generales","23/07/23","4","12","B","Votantes","386","68,68327402135231316725978647686832740214"
"2023","Elecciones Generales","23/07/23","4","12","B","Blancos","0","0"
"2023","Elecciones Generales","23/07/23","4","12","B","Validos","383","99,22279792746113989637305699481865284974"
"2023","Elecciones Generales","23/07/23","4","12","B","Nulos","3",",7772020725388601036269430051813471502591"
"2023","Elecciones Generales","23/07/23","4","12","B","PSOE","152","39,37823834196891191709844559585492227979"
"2023","Elecciones Generales","23/07/23","4","12","B","FO","0","0"
"2023","Elecciones Generales","23/07/23","4","12","B","PP","90","23,31606217616580310880829015544041450777"
"2023","Elecciones Generales","23/07/23","4","12","B","PACMA","3",",7772020725388601036269430051813471502591"
"2023","Elecciones Generales","23/07/23","4","12","B","PCTE","3",",7772020725388601036269430051813471502591"
"2023","Elecciones Generales","23/07/23","4","12","B","PUM J","1",",2590673575129533678756476683937823834197"
"2023","Elecciones Generales","23/07/23","4","12","B","VOX","52","13,47150259067357512953367875647668393782"
"2023","Elecciones Generales","23/07/23","4","12","B","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","4","12","B","AEEV","2",",5181347150259067357512953367875647668394"
"2023","Elecciones Generales","23/07/23","4","12","B","RC","3",",7772020725388601036269430051813471502591"
"2023","Elecciones Generales","23/07/23","4","12","B","SUMAR","77","19,94818652849740932642487046632124352332"
"2023","Elecciones Generales","23/07/23","5","1","A","Electores","733","100"
"2023","Elecciones Generales","23/07/23","5","1","A","Abstenciones","303","41,33697135061391541609822646657571623465"
"2023","Elecciones Generales","23/07/23","5","1","A","Votantes","430","58,66302864938608458390177353342428376535"
"2023","Elecciones Generales","23/07/23","5","1","A","Blancos","1",",2325581395348837209302325581395348837209"
"2023","Elecciones Generales","23/07/23","5","1","A","Validos","423","98,37209302325581395348837209302325581395"
"2023","Elecciones Generales","23/07/23","5","1","A","Nulos","7","1,62790697674418604651162790697674418605"
"2023","Elecciones Generales","23/07/23","5","1","A","PSOE","158","36,74418604651162790697674418604651162791"
"2023","Elecciones Generales","23/07/23","5","1","A","FO","2",",4651162790697674418604651162790697674419"
"2023","Elecciones Generales","23/07/23","5","1","A","PP","112","26,04651162790697674418604651162790697674"
"2023","Elecciones Generales","23/07/23","5","1","A","PACMA","4",",9302325581395348837209302325581395348837"
"2023","Elecciones Generales","23/07/23","5","1","A","PCTE","2",",4651162790697674418604651162790697674419"
"2023","Elecciones Generales","23/07/23","5","1","A","PUM J","0","0"
"2023","Elecciones Generales","23/07/23","5","1","A","VOX","63","14,65116279069767441860465116279069767442"
"2023","Elecciones Generales","23/07/23","5","1","A","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","5","1","A","AEEV","4",",9302325581395348837209302325581395348837"
"2023","Elecciones Generales","23/07/23","5","1","A","RC","1",",2325581395348837209302325581395348837209"
"2023","Elecciones Generales","23/07/23","5","1","A","SUMAR","76","17,67441860465116279069767441860465116279"
"2023","Elecciones Generales","23/07/23","5","1","B","Electores","779","100"
"2023","Elecciones Generales","23/07/23","5","1","B","Abstenciones","289","37,09884467265725288831835686777920410783"
"2023","Elecciones Generales","23/07/23","5","1","B","Votantes","490","62,90115532734274711168164313222079589217"
"2023","Elecciones Generales","23/07/23","5","1","B","Blancos","6","1,22448979591836734693877551020408163265"
"2023","Elecciones Generales","23/07/23","5","1","B","Validos","485","98,97959183673469387755102040816326530612"
"2023","Elecciones Generales","23/07/23","5","1","B","Nulos","5","1,02040816326530612244897959183673469388"
"2023","Elecciones Generales","23/07/23","5","1","B","PSOE","177","36,12244897959183673469387755102040816327"
"2023","Elecciones Generales","23/07/23","5","1","B","FO","0","0"
"2023","Elecciones Generales","23/07/23","5","1","B","PP","141","28,77551020408163265306122448979591836735"
"2023","Elecciones Generales","23/07/23","5","1","B","PACMA","5","1,02040816326530612244897959183673469388"
"2023","Elecciones Generales","23/07/23","5","1","B","PCTE","3",",6122448979591836734693877551020408163265"
"2023","Elecciones Generales","23/07/23","5","1","B","PUM J","0","0"
"2023","Elecciones Generales","23/07/23","5","1","B","VOX","69","14,08163265306122448979591836734693877551"
"2023","Elecciones Generales","23/07/23","5","1","B","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","5","1","B","AEEV","2",",408163265306122448979591836734693877551"
"2023","Elecciones Generales","23/07/23","5","1","B","RC","0","0"
"2023","Elecciones Generales","23/07/23","5","1","B","SUMAR","82","16,73469387755102040816326530612244897959"
"2023","Elecciones Generales","23/07/23","5","2","A","Electores","676","100"
"2023","Elecciones Generales","23/07/23","5","2","A","Abstenciones","238","35,20710059171597633136094674556213017751"
"2023","Elecciones Generales","23/07/23","5","2","A","Votantes","438","64,79289940828402366863905325443786982249"
"2023","Elecciones Generales","23/07/23","5","2","A","Blancos","5","1,14155251141552511415525114155251141553"
"2023","Elecciones Generales","23/07/23","5","2","A","Validos","429","97,94520547945205479452054794520547945205"
"2023","Elecciones Generales","23/07/23","5","2","A","Nulos","9","2,05479452054794520547945205479452054795"
"2023","Elecciones Generales","23/07/23","5","2","A","PSOE","122","27,85388127853881278538812785388127853881"
"2023","Elecciones Generales","23/07/23","5","2","A","FO","2",",45662100456621004566210045662100456621"
"2023","Elecciones Generales","23/07/23","5","2","A","PP","112","25,57077625570776255707762557077625570776"
"2023","Elecciones Generales","23/07/23","5","2","A","PACMA","2",",45662100456621004566210045662100456621"
"2023","Elecciones Generales","23/07/23","5","2","A","PCTE","1",",228310502283105022831050228310502283105"
"2023","Elecciones Generales","23/07/23","5","2","A","PUM J","1",",228310502283105022831050228310502283105"
"2023","Elecciones Generales","23/07/23","5","2","A","VOX","85","19,40639269406392694063926940639269406393"
"2023","Elecciones Generales","23/07/23","5","2","A","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","5","2","A","AEEV","5","1,14155251141552511415525114155251141553"
"2023","Elecciones Generales","23/07/23","5","2","A","RC","1",",228310502283105022831050228310502283105"
"2023","Elecciones Generales","23/07/23","5","2","A","SUMAR","93","21,23287671232876712328767123287671232877"
"2023","Elecciones Generales","23/07/23","5","2","B","Electores","745","100"
"2023","Elecciones Generales","23/07/23","5","2","B","Abstenciones","272","36,51006711409395973154362416107382550336"
"2023","Elecciones Generales","23/07/23","5","2","B","Votantes","473","63,48993288590604026845637583892617449664"
"2023","Elecciones Generales","23/07/23","5","2","B","Blancos","2",",4228329809725158562367864693446088794926"
"2023","Elecciones Generales","23/07/23","5","2","B","Validos","471","99,57716701902748414376321353065539112051"
"2023","Elecciones Generales","23/07/23","5","2","B","Nulos","2",",4228329809725158562367864693446088794926"
"2023","Elecciones Generales","23/07/23","5","2","B","PSOE","158","33,40380549682875264270613107822410147992"
"2023","Elecciones Generales","23/07/23","5","2","B","FO","0","0"
"2023","Elecciones Generales","23/07/23","5","2","B","PP","122","25,79281183932346723044397463002114164905"
"2023","Elecciones Generales","23/07/23","5","2","B","PACMA","8","1,69133192389006342494714587737843551797"
"2023","Elecciones Generales","23/07/23","5","2","B","PCTE","2",",4228329809725158562367864693446088794926"
"2023","Elecciones Generales","23/07/23","5","2","B","PUM J","0","0"
"2023","Elecciones Generales","23/07/23","5","2","B","VOX","70","14,79915433403805496828752642706131078224"
"2023","Elecciones Generales","23/07/23","5","2","B","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","5","2","B","AEEV","3",",6342494714587737843551797040169133192389"
"2023","Elecciones Generales","23/07/23","5","2","B","RC","0","0"
"2023","Elecciones Generales","23/07/23","5","2","B","SUMAR","106","22,41014799154334038054968287526427061311"
"2023","Elecciones Generales","23/07/23","5","4","A","Electores","624","100"
"2023","Elecciones Generales","23/07/23","5","4","A","Abstenciones","195","31,25"
"2023","Elecciones Generales","23/07/23","5","4","A","Votantes","429","68,75"
"2023","Elecciones Generales","23/07/23","5","4","A","Blancos","10","2,33100233100233100233100233100233100233"
"2023","Elecciones Generales","23/07/23","5","4","A","Validos","426","99,3006993006993006993006993006993006993"
"2023","Elecciones Generales","23/07/23","5","4","A","Nulos","3",",6993006993006993006993006993006993006993"
"2023","Elecciones Generales","23/07/23","5","4","A","PSOE","168","39,16083916083916083916083916083916083916"
"2023","Elecciones Generales","23/07/23","5","4","A","FO","2",",4662004662004662004662004662004662004662"
"2023","Elecciones Generales","23/07/23","5","4","A","PP","114","26,57342657342657342657342657342657342657"
"2023","Elecciones Generales","23/07/23","5","4","A","PACMA","3",",6993006993006993006993006993006993006993"
"2023","Elecciones Generales","23/07/23","5","4","A","PCTE","3",",6993006993006993006993006993006993006993"
"2023","Elecciones Generales","23/07/23","5","4","A","PUM J","0","0"
"2023","Elecciones Generales","23/07/23","5","4","A","VOX","48","11,18881118881118881118881118881118881119"
"2023","Elecciones Generales","23/07/23","5","4","A","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","5","4","A","AEEV","1",",2331002331002331002331002331002331002331"
"2023","Elecciones Generales","23/07/23","5","4","A","RC","1",",2331002331002331002331002331002331002331"
"2023","Elecciones Generales","23/07/23","5","4","A","SUMAR","76","17,71561771561771561771561771561771561772"
"2023","Elecciones Generales","23/07/23","5","4","B","Electores","550","100"
"2023","Elecciones Generales","23/07/23","5","4","B","Abstenciones","168","30,54545454545454545454545454545454545455"
"2023","Elecciones Generales","23/07/23","5","4","B","Votantes","382","69,45454545454545454545454545454545454545"
"2023","Elecciones Generales","23/07/23","5","4","B","Blancos","7","1,8324607329842931937172774869109947644"
"2023","Elecciones Generales","23/07/23","5","4","B","Validos","381","99,73821989528795811518324607329842931937"
"2023","Elecciones Generales","23/07/23","5","4","B","Nulos","1",",2617801047120418848167539267015706806283"
"2023","Elecciones Generales","23/07/23","5","4","B","PSOE","162","42,40837696335078534031413612565445026178"
"2023","Elecciones Generales","23/07/23","5","4","B","FO","2",",5235602094240837696335078534031413612565"
"2023","Elecciones Generales","23/07/23","5","4","B","PP","89","23,29842931937172774869109947643979057592"
"2023","Elecciones Generales","23/07/23","5","4","B","PACMA","3",",7853403141361256544502617801047120418848"
"2023","Elecciones Generales","23/07/23","5","4","B","PCTE","3",",7853403141361256544502617801047120418848"
"2023","Elecciones Generales","23/07/23","5","4","B","PUM J","0","0"
"2023","Elecciones Generales","23/07/23","5","4","B","VOX","29","7,59162303664921465968586387434554973822"
"2023","Elecciones Generales","23/07/23","5","4","B","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","5","4","B","AEEV","2",",5235602094240837696335078534031413612565"
"2023","Elecciones Generales","23/07/23","5","4","B","RC","0","0"
"2023","Elecciones Generales","23/07/23","5","4","B","SUMAR","84","21,98952879581151832460732984293193717277"
"2023","Elecciones Generales","23/07/23","5","4","C","Electores","506","100"
"2023","Elecciones Generales","23/07/23","5","4","C","Abstenciones","153","30,23715415019762845849802371541501976285"
"2023","Elecciones Generales","23/07/23","5","4","C","Votantes","353","69,76284584980237154150197628458498023715"
"2023","Elecciones Generales","23/07/23","5","4","C","Blancos","7","1,98300283286118980169971671388101983003"
"2023","Elecciones Generales","23/07/23","5","4","C","Validos","348","98,58356940509915014164305949008498583569"
"2023","Elecciones Generales","23/07/23","5","4","C","Nulos","5","1,41643059490084985835694050991501416431"
"2023","Elecciones Generales","23/07/23","5","4","C","PSOE","163","46,17563739376770538243626062322946175637"
"2023","Elecciones Generales","23/07/23","5","4","C","FO","2",",5665722379603399433427762039660056657224"
"2023","Elecciones Generales","23/07/23","5","4","C","PP","69","19,54674220963172804532577903682719546742"
"2023","Elecciones Generales","23/07/23","5","4","C","PACMA","2",",5665722379603399433427762039660056657224"
"2023","Elecciones Generales","23/07/23","5","4","C","PCTE","2",",5665722379603399433427762039660056657224"
"2023","Elecciones Generales","23/07/23","5","4","C","PUM J","3",",8498583569405099150141643059490084985836"
"2023","Elecciones Generales","23/07/23","5","4","C","VOX","44","12,46458923512747875354107648725212464589"
"2023","Elecciones Generales","23/07/23","5","4","C","PUEDE","0","0"
"2023","Elecciones Generales","23/07/23","5","4","C","AEEV","1",",2832861189801699716713881019830028328612"
"2023","Elecciones Generales","23/07/23","5","4","C","RC","0","0"
"2023","Elecciones Generales","23/07/23","5","4","C","SUMAR","55","15,58073654390934844192634560906515580737"
"2023","Elecciones Generales","23/07/23","5","5","A","Electores","459","100"
"2023","Elecciones Generales","23/07/23","5","5","A","Abstenciones","156","33,98692810457516339869281045751633986928"
"2023","Elecciones Generales","23/07/23","5","5","A","Votantes","303","66,01307189542483660130718954248366013072"
"2023","Elecciones Generales","23/07/23","5","5","A","Blancos","0","0"
"2023","Elecciones Generales","23/07/23","5","5","A","Validos","303","100"
"2023","Elecciones Generales","23/07/23","5","5","A","Nulos","0","0"
"2023","Elecciones Generales","23/07/23","5","5","A","PSOE","120","39,6039603960396039603960396039603960396"
"2023","Elecciones Generales","23/07/23","5","5","A","FO","1",",33003300330033003300330033003300330033"
"2023","Elecciones Generales","23/07/23","5","5","A","PP","69","22,77227722772277227722772277227722772277"
"2023","Elecciones Generales","23/07/23","5","5","A","PACMA","5","1,65016501650165016501650165016501650165"
"2023","Elecciones Generales","23/07/23","5","5","A","PCTE","4","1,32013201320132013201320132013201320132"
"2023","Elecciones Generales","23/07/23","5","5","A","PUM J","0","0"
"2023","Elecciones Generales","23/07/23","5","5","A","VOX","38","12,54125412541254125412541254125412541254"
